catalog,catalog_hier1,catalog_hier2,catalog_hier3,catalog_hier4,med_grp
amcinonide,dermatologicals,corticosteroids - topical,corticosteroids - topical,amcinonide,rx_steroidstopical_table
amcinonide topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,amcinonide,rx_steroidstopical_table
betamethasone dipropionate,dermatologicals,corticosteroids - topical,corticosteroids - topical,betamethasone dipropionate,rx_steroidstopical_table
betamethasone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,betamethasone dipropionate,rx_steroidstopical_table
betamethasone dipropionate aug,dermatologicals,corticosteroids - topical,corticosteroids - topical,betamethasone dipropionate aug,rx_steroidstopical_table
betamethasone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,betamethasone dipropionate aug,rx_steroidstopical_table
betamethasone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,betamethasone valerate,rx_steroidstopical_table
betamethasone valerate,dermatologicals,corticosteroids - topical,corticosteroids - topical,betamethasone valerate,rx_steroidstopical_table
clobetasol topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,clobetasol & clobetasol emul,rx_steroidstopical_table
clobetasol prop emollient base,dermatologicals,corticosteroids - topical,corticosteroids - topical,clobetasol prop emollient base,rx_steroidstopical_table
clobetasol topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,clobetasol prop emollient base,rx_steroidstopical_table
clobetasol propionate,dermatologicals,corticosteroids - topical,corticosteroids - topical,clobetasol propionate,rx_steroidstopical_table
clobetasol topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,clobetasol propionate,rx_steroidstopical_table
clobetasol propionate emulsion,dermatologicals,corticosteroids - topical,corticosteroids - topical,clobetasol propionate emulsion,rx_steroidstopical_table
clobetasol topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,clobetasol propionate emulsion,rx_steroidstopical_table
clocortolone pivalate,dermatologicals,corticosteroids - topical,corticosteroids - topical,clocortolone pivalate,rx_steroidstopical_table
clocortolone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,clocortolone pivalate,rx_steroidstopical_table
desonide,dermatologicals,corticosteroids - topical,corticosteroids - topical,desonide,rx_steroidstopical_table
desonide topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,desonide,rx_steroidstopical_table
desoximetasone,dermatologicals,corticosteroids - topical,corticosteroids - topical,desoximetasone,rx_steroidstopical_table
desoximetasone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,desoximetasone,rx_steroidstopical_table
diflorasone diacet emoll base,dermatologicals,corticosteroids - topical,corticosteroids - topical,diflorasone diacet emoll base,rx_steroidstopical_table
diflorasone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,diflorasone diacet emoll base,rx_steroidstopical_table
diflorasone diacetate,dermatologicals,corticosteroids - topical,corticosteroids - topical,diflorasone diacetate,rx_steroidstopical_table
diflorasone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,diflorasone diacetate,rx_steroidstopical_table
fluocinolone acetonide,dermatologicals,corticosteroids - topical,corticosteroids - topical,fluocinolone acetonide,rx_steroidstopical_table
fluocinolone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,fluocinolone acetonide,rx_steroidstopical_table
fluocinonide,dermatologicals,corticosteroids - topical,corticosteroids - topical,fluocinonide,rx_steroidstopical_table
fluocinonide topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,fluocinonide,rx_steroidstopical_table
fluocinonide emulsified base,dermatologicals,corticosteroids - topical,corticosteroids - topical,fluocinonide emulsified base,rx_steroidstopical_table
fluocinonide topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,fluocinonide emulsified base,rx_steroidstopical_table
flurandrenolide,dermatologicals,corticosteroids - topical,corticosteroids - topical,flurandrenolide,rx_steroidstopical_table
flurandrenolide topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,flurandrenolide,rx_steroidstopical_table
fluticasone propionate,dermatologicals,corticosteroids - topical,corticosteroids - topical,fluticasone propionate,rx_steroidstopical_table
fluticasone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,fluticasone propionate,rx_steroidstopical_table
halcinonide,dermatologicals,corticosteroids - topical,corticosteroids - topical,halcinonide,rx_steroidstopical_table
halcinonide topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,halcinonide,rx_steroidstopical_table
halobetasol propionate,dermatologicals,corticosteroids - topical,corticosteroids - topical,halobetasol propionate,rx_steroidstopical_table
halobetasol topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,halobetasol propionate,rx_steroidstopical_table
hydrocortisone,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone,rx_steroidstopical_table
hydrocortisone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone,rx_steroidstopical_table
hydrocortisone,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone acetate,rx_steroidstopical_table
hydrocortisone acetate,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone acetate,rx_steroidstopical_table
hydrocortisone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone acetate,rx_steroidstopical_table
hydrocortisone butyr lipo base,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone butyr lipo base,rx_steroidstopical_table
hydrocortisone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone butyr lipo base,rx_steroidstopical_table
hydrocortisone butyrate,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone butyrate,rx_steroidstopical_table
hydrocortisone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone butyrate,rx_steroidstopical_table
hydrocortisone micronized,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone micronized,rx_steroidstopical_table
hydrocortisone probutate,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone probutate,rx_steroidstopical_table
hydrocortisone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone probutate,rx_steroidstopical_table
hydrocortisone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone valerate,rx_steroidstopical_table
hydrocortisone valerate,dermatologicals,corticosteroids - topical,corticosteroids - topical,hydrocortisone valerate,rx_steroidstopical_table
mometasone furoate,dermatologicals,corticosteroids - topical,corticosteroids - topical,mometasone furoate,rx_steroidstopical_table
mometasone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,mometasone furoate,rx_steroidstopical_table
prednicarbate,dermatologicals,corticosteroids - topical,corticosteroids - topical,prednicarbate,rx_steroidstopical_table
prednicarbate topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,prednicarbate,rx_steroidstopical_table
triamcinolone & emollient,dermatologicals,corticosteroids - topical,corticosteroids - topical,triamcinolone & emollient,rx_steroidstopical_table
triamcinolone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,triamcinolone & emollient,rx_steroidstopical_table
triamcinolone acetonide,dermatologicals,corticosteroids - topical,corticosteroids - topical,triamcinolone acetonide,rx_steroidstopical_table
triamcinolone topical,dermatologicals,corticosteroids - topical,corticosteroids - topical,triamcinolone acetonide,rx_steroidstopical_table
clobetasol emul foam w/moistcr,dermatologicals,corticosteroids - topical,corticosteroids - topical,,rx_steroidstopical_table
hc-pramoxine-chloroxylenol,dermatologicals,corticosteroids - topical,steroid-local anesthetic combinations,hc-pramoxine-chloroxylenol,rx_steroidstopical_table
hydrocortisone-pramoxine topical,dermatologicals,corticosteroids - topical,steroid-local anesthetic combinations,hydrocortisone-pramoxine-aloe,rx_steroidstopical_table
hydrocortisone-lidocaine topical,dermatologicals,corticosteroids - topical,steroid-local anesthetic combinations,lidocaine-hydrocortisone ace,rx_steroidstopical_table
lidocaine-hydrocortisone ace,dermatologicals,corticosteroids - topical,steroid-local anesthetic combinations,lidocaine-hydrocortisone ace,rx_steroidstopical_table
hydrocortisone-pramoxine topical,dermatologicals,corticosteroids - topical,steroid-local anesthetic combinations,pramoxine-hc,rx_steroidstopical_table
pramoxine-hc,dermatologicals,corticosteroids - topical,steroid-local anesthetic combinations,pramoxine-hc,rx_steroidstopical_table
hydrocortisone-pramoxine topical,dermatologicals,corticosteroids - topical,steroid-local anesthetic combinations,pramoxine-hc emollient base,rx_steroidstopical_table
pramoxine-hc emollient base,dermatologicals,corticosteroids - topical,steroid-local anesthetic combinations,pramoxine-hc emollient base,rx_steroidstopical_table
betamethasone-calcipotriene topical,dermatologicals,corticosteroids - topical,topical steroid combinations,calcipotriene-betameth diprop,rx_steroidstopical_table
calcipotriene-betameth diprop,dermatologicals,corticosteroids - topical,topical steroid combinations,calcipotriene-betameth diprop,rx_steroidstopical_table
fluocinolone & cleanser,dermatologicals,corticosteroids - topical,topical steroid combinations,fluocinolone & cleanser,rx_steroidstopical_table
fluocinolone-emollient,dermatologicals,corticosteroids - topical,topical steroid combinations,fluocinolone-emollient,rx_steroidstopical_table
halobetasol & lactic acid,dermatologicals,corticosteroids - topical,topical steroid combinations,halobetasol & lactic acid,rx_steroidstopical_table
halobetasol-ammonium lactate,dermatologicals,corticosteroids - topical,topical steroid combinations,halobetasol-ammonium lactate,rx_steroidstopical_table
hydrocortisone topical,dermatologicals,corticosteroids - topical,topical steroid combinations,hydrocortisone ace-aloe vera,rx_steroidstopical_table
hydrocortisone topical,dermatologicals,corticosteroids - topical,topical steroid combinations,hydrocortisone-aloe vera,rx_steroidstopical_table
hydrocortisone-aloe vera,dermatologicals,corticosteroids - topical,topical steroid combinations,hydrocortisone-aloe vera,rx_steroidstopical_table
hydrocortisone-diphenhydramine,dermatologicals,corticosteroids - topical,topical steroid combinations,hydrocortisone-diphenhydramine,rx_steroidstopical_table
hydrocortisone topical,dermatologicals,corticosteroids - topical,topical steroid combinations,urea-hc acetate,rx_steroidstopical_table
hydrocortisone-urea topical,dermatologicals,corticosteroids - topical,topical steroid combinations,urea-hc acetate,rx_steroidstopical_table
calcipotriene-clobetasol prop,dermatologicals,corticosteroids - topical,topical steroid combinations,,rx_steroidstopical_table
clobetasol prop & cleanser,dermatologicals,corticosteroids - topical,topical steroid combinations,,rx_steroidstopical_table
clobetasol prop-levocetirizine,dermatologicals,corticosteroids - topical,topical steroid combinations,,rx_steroidstopical_table
clobetasol prop-niacinamide,dermatologicals,corticosteroids - topical,topical steroid combinations,,rx_steroidstopical_table
fluocinolone-urea-silicone,dermatologicals,corticosteroids - topical,topical steroid combinations,,rx_steroidstopical_table
fluticasone-emollient,dermatologicals,corticosteroids - topical,topical steroid combinations,,rx_steroidstopical_table
halobetasol prop-tazarotene,dermatologicals,corticosteroids - topical,topical steroid combinations,,rx_steroidstopical_table
triamcinolone acet-silicone,dermatologicals,corticosteroids - topical,topical steroid combinations,,rx_steroidstopical_table
triamcinolone-dimeth-silicone,dermatologicals,corticosteroids - topical,topical steroid combinations,,rx_steroidstopical_table
amphetamine-dextroamphetamine,adhd/anti-narcolepsy/anti-obesity/anorexiants,amphetamines,amphetamine mixtures,amphetamine-dextroamphetamine,rx_stimulantsamphetamines_table
clarithromycin,adhd/anti-narcolepsy/anti-obesity/anorexiants,amphetamines,amphetamine mixtures,amphetamine-dextroamphetamine,rx_stimulantsamphetamines_table
dextroamphetamine,adhd/anti-narcolepsy/anti-obesity/anorexiants,amphetamines,amphetamines,dextroamphetamine sulfate,rx_stimulantsamphetamines_table
dextroamphetamine sulfate,adhd/anti-narcolepsy/anti-obesity/anorexiants,amphetamines,amphetamines,dextroamphetamine sulfate,rx_stimulantsamphetamines_table
lisdexamfetamine,adhd/anti-narcolepsy/anti-obesity/anorexiants,amphetamines,amphetamines,lisdexamfetamine dimesylate,rx_stimulantsamphetamines_table
lisdexamfetamine dimesylate,adhd/anti-narcolepsy/anti-obesity/anorexiants,amphetamines,amphetamines,lisdexamfetamine dimesylate,rx_stimulantsamphetamines_table
methamphetamine,adhd/anti-narcolepsy/anti-obesity/anorexiants,amphetamines,amphetamines,methamphetamine hcl,rx_stimulantsamphetamines_table
methamphetamine hcl,adhd/anti-narcolepsy/anti-obesity/anorexiants,amphetamines,amphetamines,methamphetamine hcl,rx_stimulantsamphetamines_table
amphetamine,adhd/anti-narcolepsy/anti-obesity/anorexiants,amphetamines,amphetamines,,rx_stimulantsamphetamines_table
amphetamine sulfate,adhd/anti-narcolepsy/anti-obesity/anorexiants,amphetamines,amphetamines,,rx_stimulantsamphetamines_table
armodafinil,adhd/anti-narcolepsy/anti-obesity/anorexiants,stimulants - misc.,stimulants - misc.,armodafinil,rx_stimulantsamphetamines_table
dexmethylphenidate,adhd/anti-narcolepsy/anti-obesity/anorexiants,stimulants - misc.,stimulants - misc.,dexmethylphenidate hcl,rx_stimulantsamphetamines_table
dexmethylphenidate hcl,adhd/anti-narcolepsy/anti-obesity/anorexiants,stimulants - misc.,stimulants - misc.,dexmethylphenidate hcl,rx_stimulantsamphetamines_table
methylphenidate,adhd/anti-narcolepsy/anti-obesity/anorexiants,stimulants - misc.,stimulants - misc.,methylphenidate,rx_stimulantsamphetamines_table
methylphenidate,adhd/anti-narcolepsy/anti-obesity/anorexiants,stimulants - misc.,stimulants - misc.,methylphenidate hcl,rx_stimulantsamphetamines_table
methylphenidate hcl,adhd/anti-narcolepsy/anti-obesity/anorexiants,stimulants - misc.,stimulants - misc.,methylphenidate hcl,rx_stimulantsamphetamines_table
